sehir,isim,ilce,tel,adres
Mersin (İçel),Blush,Mersin,903243008979,Marina AVM
Antalya İli,Moruk Ocakbaşı ,Antalya,02422594149,"Liman Mh., 3. Sk"
Hatay İli,Hidro Restaurant,Harbiye,2314657,Çağlayan Mah. Ürgen Cad.
Antalya İli,İguana oba restaurant,Antalya,+(90)5345483028,Fatih Caddesi No 18
Antalya İli,cafe easy rider,Manavgat,+(90)535 885 61 79,Barbaros Cad. 112
Antalya İli,Bamyacı Dondurma,Alanya,5120178,Çarşı Mah. İskele Cad. No:88 Alanya Merkez
Antalya İli,Blue Turtle Cafe Bar Restaurant,Kalkan,+90 242 844 1614,Akdeniz Cad
Antalya İli,The Cheesecake Lounge,Antalya,3248864,"Fener Mah. Fener Cad. Fener İş Merkezi No:11-12 D:1 Fener, Muratpaşa"
Antalya İli,Salas Balikci,Antalya,"
",Fener caddesi
Adana İli,Hasan Usta Kebap,Adana,2259798,Yeni Baraj Mah. 20 Sok. No:1
Antalya İli,Cafe Inn,Patara,2428435252,Güller Tekel Yanı
Antalya İli,Martin's Bar Side Turkey,Manavgat,+(90)(0)539 200 5439,"Silimiya, Mh. Barbaros Cd, No 16"
Antalya İli,Aspava Doner,Manavgat,7535485,Yali Mah. 1114 Sok.
Antalya İli,Köfteci Ali,Kemer,( 0242 ) 815 17 87,Cumhuriyet Cad. No:3/B
Antalya İli,Ali Haydar Ocakbaşı,Antalya,2476430,Gençlik Mah. 1312 Sok. Cebhanecioğlu Apt. No:5/B
Antalya İli,Sanyo Restaurant,Antalya,2291405,Gürsu Mah. 307 Sok. No:5
Antalya İli,Pizza and Cafe Caretta,Gazipaşa,011 90 242 572 5965,Sahil Yolu
Antalya İli,La Piazetta,Kemer,+90 242 824 51 51,Uzun Çınar Mah. Turizm Bulv. Fantasia Hotel De Luxe
Antalya İli,Myra Cafe & Restaurant,Demre (Kale),+90 537 685 0878,Alakent Mah. Myra Cad. No:1
Adana İli,Eyvan Kebap,Adana,3650079,"Haneden Mah. 35009. Sok. No:1 Kuruköprü, Seyhan"
Antalya İli,Hayyam Pub,Antalya,+902423244832,1537
Antalya İli,Alaiye Kleopatra,Alanya,5134018,Ataturk Bulv. No:150
Antalya İli,Kumru Restaurant,Manavgat,7531687,Yalı Mah. 1003 Sok.
Antalya İli,Arzum Doner,Antalya,3111711,Metin Kasapoglu Cad. Haci Kezban Sitesi No:190
Adana İli,Çapa Restaurant,Adana,0 (322) 225 07 07,Yeni Baraj Mah.68009 Sok.No.5
Antalya İli,Üçyıldız Lokantası,Antalya,2428100,"Balbey Mah. İsmet Paşa Cad. 419. Sok. No:2/D Çarşı, Muratpaşa"
Antalya İli,Grand pearl beach,Alanya,+(90)2425136900,Atatürk cad.no136/a
Antalya İli,Ship Inn By Melisas Restaurant,Antalya,2385235,Dumlupinar Bulv. Ataturk Kultur Parki No:329
Antalya İli,Alara Restaurant,Antalya,2470101,Konyaaltı Cad. No:2/R
Antalya İli,Tavvuk Antalya,Antalya,4448885,Balbey Mah. Sarampol CAD. No. 12
Antalya İli,Izzy's Restraurant & Bar,Alanya,"533,4459794","Mamutlar Centre, Belediye Street"
Antalya İli,İstanbul Simit Sarayı,Antalya,3117675,Tarım Mah. Perge Bulv. No:71/D Muratpaşa
Mersin (İçel),Yeni Kent Lokantası,Tarsus,3246248047,Şehit Mustafa Mah. 3501 Sok. No:5 Caminur
Antalya İli,Tropic Restaurant Steak House,Manavgat,+902427532296-7,Sarmasik sokak. No.8
Antalya İli,Yaz Restaurant,Belek,02427151200,Center
Antalya İli,Şelale Restaurant,Kemer,8250025,Ulupınar Köyü No:30
Antalya İli,Hakan moonlightrestaurant,Alanya,+902425122012,Kadipasa. Mh. Ptt. Sk. Ozer App. No. 5.A
Antalya İli,Güneyliler Restoran,Antalya,2411117,Elmalı Mah. 4. Sok. No:12/A
Antalya İli,Moonlight Restaurant,Manavgat,+(90)5367260439,"Yasemin Sokak Side, Manavgat"
Antalya İli,Pizza Porto,Antalya,2428363335,Andifli Mah. Ataturk Bulvari No:3/B Kas
Antalya İli,Gazipasa Star Hotel,Manavgat,7531380,Yali Mah.
Adana İli,Pina Cafe,Adana,322 3329698,Hurriyet Mah. Ataturk Cad. No: 178 Incirlik
Antalya İli,Neseli Kafe,Finike,902428555885,Ataturk Cad. No:9
Antalya İli,Bolu Dağı Mangal Evi,Antalya,3160581,Şirinyalı Mah. İsmet Gökşen Cad. Kurt Apt. No:93/B
Antalya İli,Kayis cafe bar restaurant,Antalya,"
",Yah Mah
Adana İli,Hacı Baba Kebap Salonu,Adana,0322 228 6161 ,"Harput Apt., Ahmet Sapmaz Bulv. 18/A"
Mersin (İçel),Rina Restoran,Mersin,3595181,"Fatih Mah. Adnan Menderes Bulv. Milenyum Apt. D:1 Mezitli, Mezitli"
Mersin (İçel),Ciğerci Apo,Mersin,2317613,Cami Şerif Mah. Vakıf İş Hanı No:12
Antalya İli,Günaylar Restaurant,Antalya,0 (242) 3236040,Caglayan Mah. 2000 Sok. No:1
Antalya İli,Indonesisch Restaurant,Mahmutlar,9685875,Yeni Mah. Sahil Apt. A Blok No:2/A
Hatay İli,Dönerci Tacettin,Antakya,2124953,Silahlı Kuvvetler Cad. No:18
Hatay İli,Karaağaç Restaurant,İskenderun,03266416363,Merkez Mah. No:360/A
Antalya İli,Balıkçı Aslan Abi,Antalya,242 2280898,"Atatürk Bulvarı Üzeri, Sağlık İl Müdürlüğü Yanı, Arapsuyu"
Antalya İli,Pınar Balık Marketim Restaurant,Manavgat,7433949,Aşağıhisar Mah. Gülveren Cad. No:22
Antalya İli,Waffle Art Home Cafe & Tea,Antalya,2430100,"Gençlik Mah. Işıklar Cad. Petek Apt. No:20 Aşağıışıklar Köyü, Manavgat"
Antalya İli,Pasa On The Beach,Antalya,2490700,Pinarbasi Mah. Dumlupinar Bulv. Hillside Su Hotel
Antalya İli,Hesburger,Alanya,"
",Sekerhane Cad
Antalya İli,Saros Balikcisi,Antalya İli Restoranları,+90 242 323 7797,Fener Mahallesi Beyaz Dunya AVM PTT Yani. no 8
Antalya İli,Caffebus,Antalya,+90 544 650 3034,Selcuk Mah. Mermerli Parkı Ustu. Kaleici
Antalya İli,Public,Antalya,242 244 2196,Kesik Minare
Antalya İli,Pizza Pizza,Manavgat,7430989,Asagi Pazarci Mah. Ibrahim Sozen Cad. No:26
Antalya İli,Anadolu Koyu Restaurant,Alanya,(0 242) 518 14 44,Baraj Caddesi
Antalya İli,King Fish,Antalya,2476248,Hasim Iscan Mah. Recep Peker Cad. No:12
Antalya İli,La Moda Hotel Restaurant,Kaş,+(90)2428364046,Limanagzi No. 8
Adana İli,Mert Restaurant,Adana,3223619380,Midik Bulvari
Antalya İli,Tzatziki Meyhane,Kaş,5337189757,Gürsoy Sokak No:8/B
Antalya İli,Bison Restaurant,Alanya,5308217269,Saray Mah. Ataturk Str. Aladdin Sk Alanya
Antalya İli,Order Lounge Cafe Bistro,Antalya,2480506,Konyaaltı Cad. Atatürk Parkı No:55 Konyaaltı
Antalya İli,Küçükoğlu Restaurant,Manavgat,7425176,Aşağı Hisar Mah. 4501 Sok. Ramizbey İş Merkezi D:13 Manavgat Merkez
Antalya İli,Ruya Tepe,Alanya,0242 5161020,"Akdeniz Mah, Sancak Sok Ruya Tepesi, Demirtas"
Antalya İli,Lykia Restaurant,Kekova,2428742096,Kekova - Ucagiz - Demre Antalya
Adana İli,Elem Restaurant,Yüreğir,0(322)336 44 00,Karataş Yolu Üzeri 6.Km. Havutlu Mah.
Antalya İli,Kale Bar Restaurant,Antalya,+(90)2422486591,Selçuk Mah.Mermerli Sk.No:2-4-6 Kaleiçi Mevkii
Antalya İli,Birburger Fast Food,Kemer,"
",Kemer Aslanli Bulvar Kemer Saat Kulesi Karsisi Merkez Mh Hastane Cad no4/D Kemer Antalya
Antalya İli,Mantarevi,Antalya,02426671210,Antalya Korkuteli Yolu 50. km
Adana İli,Cosecha Cafe,Adana,3224541444,Kurtulus Mahellesi Ziyapasa Bulvari Yavuz Selim Apartmani 8/A
Antalya İli,World Cuisine,Alanya,5100200,GoldCity
Antalya İli,Denizim Park Restaurant,Antalya,3492010,Güzeloba Kardeş Kentler Kavşağı
Antalya İli,Park Meyhane,Antalya,+(90)0535 384 18 18,Eski Lara Yolu No. 109
Adana İli,Börekçi Rıza,Adana,532 425 35 97,Alidede Mahellesi. 29009 Sk. Dumlupınar İlkokulu Yanı. No:13.
Antalya İli,Coco Beach,Alanya,00905122579,Saray Mahallesi Guzelyali Caddesi
Antalya İli,Serkan Usta Durum Dunyasi,Manavgat,7561030,Cumhuriyet Bulvari (Jnct. Kumkoy Caddesi)
Antalya İli,Burak patisserie Lounge Cafe Bistro,Kalkan,+(90)2428441234,Sehitler Cadesi Kalkan
Antalya İli,Old İstanbul Steak House Restaurant,Alanya,02425111472,Keykubat Cad. No:19
Antalya İli,M&M Restaurant,Antalya,242 514 3998 ,Obagol Mh. Dadaplar Cd. 17. Sk Alanya
Antalya İli,Bolulu Hasan Usta,Antalya,2301537,Meltem Mah. 100. Yil Bulv. Migros Alisveris Merkezi No:155/C K:1
Antalya İli,Yoresel Alanya Ev Mutfagi,Alanya,5190840,Saray Mah. Galatasaray Cad. Uysal Apt. No:56/A
Antalya İli,200O Restoran,Kaş,8363374,Atatürk Bulv. No:1/B Kaş Merkez
Antalya İli,Bayülgen Restaurant,Antalya,+90 242 2475474,Teoman Paşa Cad. 60/A
Antalya İli,Onur Restaurant,Antalya,0090-242-874-20-71,Kekova Ucagiz koyu
Antalya İli,Marina Restaurant,Alanya,0242-513-10-34,Harbour Front
Adana İli,Park Zirve Zaimoğlu,Adana, (0 322) 231 24 04,Karslı Mh. Yse Cd. 82046
Antalya İli,Angora Restaurant,Alanya,5110400,Saray Mah. Turkmenbasi Sok. Angora Apart Hotel
Antalya İli,Pizza Napoli,Antalya,+90 242 316 8414,Şirinyalı Mah. Lara Cd 84-98
Mersin (İçel),Ciğerci Bahattin,Mersin,3362271,Cami Şerif Mah. Yoğurt Pazarı No:32
Antalya İli,Donkişot Börek And Mantı,Antalya,+90 242 312 55 99,Metin Kasapoğlu Cad. Saadet Apt. No:215/A
Antalya İli,Oz Adana,Manavgat,+(90)5356715519,Karanfil Sokak
Antalya İli,Robert's Coffee Alanya,Alanya,+(90)5336252252,Saray Mah. Guzelyalı Cad. No:20
Antalya İli,Kumsal Restaurant Bar,Demre (Kale),5364375297,Suluklu Beach Demre
Antalya İli,Neşeli Balık,Finike,242 855 2899,"Atatürk Caddesi No:49, 07740"
Antalya İli,Iba Cafe,Antalya,242 229 62 65,Altınkum Mahallesi Konyaaltı Caddesi Kent Meydanı Parkı Bağımsız Bölüm K/2 Konyaaltı / ANTALYA
Antalya İli,Shakespeare Coffee & Bistro,Alanya,+90 242 511 6676,Güller Pınar Mah. Ahmet Tokuş Bulv. No: 4
Antalya İli,Hanimeli Restaurant,Kalkan,0090-5387071742,27 Suleyman Yilmaz Cd
Adana İli,Kebapçı Şeyhmus,Adana,0322 363 58 65,Tepebağ Mah. Cemal Gürsel Cd. No:6/C
Antalya İli,Ozsut,Alanya,5122505,Carsi Mah. Iskele Cad. Kamburoglu Apt. No:84
Antalya İli,Kocatepe Kahve Evi,Alanya,+(90)2425131010,"Sekerhane Mah, Hukumet Cad.No:75"
Antalya İli,Papillon Bistro,Kaş,+90-242-8362128,"iskele gecidi, 2/A"
Mersin (İçel),Göksel,Mersin,3365248,İhsaniye Mah. 4909. Sok. No:50
Antalya İli,Sarpedon's Burger,Kaş,902428363254,Ozturk Sk 9
Mersin (İçel),Kelesoğlu Baklavaları,Tarsus,6246278,Şehit Kerim Mah. Mersin Cad. No:17
Adana İli,Seyhan Paça Salonu,Adana,4543788,"Cemal Paşa Mah. Cevat Yurdakul Cad. No:41/C Gazipaşa, Seyhan"
Antalya İli,Antalya Kuyu Tandir,Antalya,2470113,Balbey Mah. No:30/A
Antalya İli,CAFE KEYİF,Alanya,902425125775,Sekerhane Mahallesi
Antalya İli,Bahçe Balık Restaurant,Kaş,8362779,Süleyman Sandıkçı Sok. No:18 Kaş Merkez
Adana İli,Ceyhan Ocakbaşı ,Adana,322-457 2640,Namık Kemal Mah. Mücahitler Cad. No:82/A
Antalya İli,Saffron Restaurant,Kalkan, 5377315395,Yaliboyu Mah. Mustafa Kocakaya Cad. No.13
Antalya İli,Panoramic Restoran,Antalya,2494949,Falez Mevki Sakıp Sabancı Bulv. Rixos
Adana İli,Yüzevler Kebap,Adana,0322 454 75 13 ,"Ziyapaşa Bulvarı, Yüzevler Apt. Zemin Kat.No:25/A"
Antalya İli,Otium Restaurant,Belek,7254177,Tasliburun Mevki Zeynep Golf Resort K:Zemin
Antalya İli,El Paso Otel & Resturant,Manavgat,242 753 50 78,Kazim Karabekir Mah. Carrefours Karsisi
Antalya İli,Çorbacı Restaurant,Antalya,2292466,436 Sok. Sinem Apt. No:27 D:1 Konyaaltı
Antalya İli,Sim Restaurant,Antalya,248 0107 ,Kaledibi Sok. No. 7
Antalya İli,Miskoy Gida Restoran,Antalya,"
",Liman MH-20
Antalya İli,Black Pearl Restaurant Alanya,Alanya,902425191929,Kizlarpinari Mah.
Antalya İli,Kas Bio Tea House,Kaş,+(90)5453436767,Cukurbaglilar Cad.Bahce Sk.No:10
Adana İli,Kebapçı Mesut,Adana,3650127,Kocavezir Mah. Karacaoğlan Cad. 23. Sok. No:4
Antalya İli,Öz Şimşek Köfte Piyaz,Antalya,2270858,"Uncalı Molla Yusuf Mah. Uncalı Cad. Konyaaltı, Konyaaltı"
Antalya İli,Meydan Pizza,Kaş,8362166,Cumhuriyet Meydanı No:3
Adana İli,Asmaaltı Kebap Salonu,Adana,(0322) 453 7395,Çınarlı Mh. Ziya Paşa Bulv. Serkan Apt. No: 47/A
Antalya İli,The Jolly Joker Park,Antalya,2474640,Konyaalti Cad. Ataturk Parki No:R/5
Antalya İli,Samui Restaurant,Belek,7311111,Boğazkent Mevki Siam Elegance Hotels & SPA
Antalya İli,Grand Canyon,Antalya,7636363,Çolaklı Mevki Olympians Hotels
Antalya İli,Sultanyar Kebabcisi,Antalya,242 323 8863,Tekelioglu Caddesi
Antalya İli,Konyaalti Balik Evi,Antalya,2289797,Konyaalti Sahil Yolu
Antalya İli,Bereket Restaurant,Alanya,"
",Sugözü Caddesi
Antalya İli,Er Doner,Alanya,5653526,Guzelbag Yol Kavsagi
Antalya İli,Saraphane Kas,Kaş,+90 242 836 2715,Andifli Mah. Hastane Cad.
Antalya İli,Real Brothers,Alanya,90 242 513 2708,Saray Mah.KIzlarpInarI Cad.F.Kasapoglu Apt.No 06
Adana İli,Lagos Balık Restaurant,Adana,322-2352626,Süleyman Demirel Bulv. No:4/A
Antalya İli,Alex Solsiden,Alanya,5399480101,Oba Gol Mah Fatih Cad
Antalya İli,Candle Light Motel in Ovacik,Saklıkent,2526167045,Ovacik Oludeniz Fethiye Turkey
Antalya İli,Rastgele Balık / bar,Kaş,902428363010,Andifli Mah Hukumet Cad
Antalya İli,The End Restaurant,Manavgat,7532005,Selimiye Mah. Nar Sok. No:3
Antalya İli,Brasserie Tulip Garden,Alanya,902425125065,Kizlarpinari Mah Ataturk cad No:180
Antalya İli,Spaghettici,Antalya,+90 242 836 4076,"Andifli Mah, Özturk Cad"
Antalya İli,Mermerli Restaurant,Antalya,248 5484,Selcuk Mah. Banyo Sok. No. 25 Genclik
Antalya İli,Floret Restaurant,Kaş,+90 533 760 8685,Likya Cad 1/A Kas
Antalya İli,Guverte Restaurant,Alanya,513 4900,Carsi Mah. Iskele Cad. Kaptan Hotel No. 70
Antalya İli,Hinkali House Alanya,Mahmutlar,242 528 4943,"Mahmutlar Mahallesi, 135 Cadde, ALDEN-3, F block, Apt. №4"
Antalya İli,Van Kahvaltı Bahcesi,Alanya,0090 242 511 05 66,7 Çetin Sokak
Mersin (İçel),Tırak Obası,Mersin,3285081,"Palmiye Mah. Adnan Menderes Bulv. Dolgu Alanı No:3 Yenişehir, Yenişehir"
Antalya İli,Blue Parrot,Alanya,0090 242 528 47,Yeni Mah. Barbaros Cad. Cebeci Atlantis Sitesi Alti No. 2
Hatay İli,Haysim Anadolu Restorant,Antakya,"
",Hürriyet cd. No:30/A
Antalya İli,Serpme Balikevi,Antalya,242 3241575,Caglayan Mah. Eski Lara Cad. 2000 Sokak No :2 Barinaklar /Antalya
Antalya İli,Kleopatra Beach Restaurant,Alanya,5128091,Kizlar Pinari Mah. Ataturk Cad. 1500 Sok.
Antalya İli,Sardunya Restaurant,Kaş,8363180,Merkez Mah. Hastane Cad. Sardunya Otel No:20
Adana İli,Oz Adana Patlican Kebap,Adana,322 321 4724,Basak Mh. Cukurova Cd. No. 239/A
Mersin (İçel),Grills,Mersin,+(90)5370122182,Güvenevler Mh 1913 Sk
Mersin (İçel),Atakule Kumpir,Mersin,3415981,Akkent Mah. Hüseyin Okan Merzeci Bulv. Kipa AVM No:759 K:2
Hatay İli,Ferah Künefe,Antakya,2135844,Köprü Başı Mah. Uzun Çarşı Cad. No:4 Antakya Merkez
Antalya İli,Yakamoz Viking Restaurant,Alanya,+90 536 681 5127,iskele caddesi No:39
Mersin (İçel),Künefeci Emin Usta,Mersin,2388778,İstiklal Cad. No:103
Antalya İli,Çamlık Pide & Kebap,Antalya,2280877,Gürsu Mevki 338 Sok. No:22
Antalya İli,No Name Beach,Manavgat,5428032202,Lale Sk
Antalya İli,Nazilli Restaurant,Kaş,+(90)2428362108,Atatürk Bulvarı No:21
Antalya İli,Nº12 Alanya,Alanya,+90 242 511 7899,Akmanlar Sokak 12
Antalya İli,Bella Vita Bistro,Antalya,3238484,Çağlayan Mah. Barınaklar Bulv. No:64
Mersin (İçel),TiKO Mersin,Mersin,+(90)3243290929,Palmiye Mahallesi Adnan Menderes Bulvarı Onur Apartmanı 6/A
Antalya İli,Çekmen,Kemer,0 242 8141127,Liman Caddesi no:38
Adana İli,Kebapçı Adil ,Adana,322-322 8634,Yamaçlı Mah. 60 Sok. No:1
Antalya İli,Saklıkent Paradise Park Restaurant,Saklıkent,252 659 02 03,Saklıkent Paradise Park Restaurant
Antalya İli,Antalya A'la Carte Restoran,Belek,7151540,İskele Mevki Belconti Resort Otel
Mersin (İçel),Ciğerci Hakan,Mersin,3289360,Cumhuriyet Mah. İnönü Bulv. No:213/C
Adana İli,La Noche Restaurant Cafe & Bar,Adana,+(90)3222350900,Guzelyali Mahallesi Turgut Ozal Bulvari Kisacik Apt. No:22
Antalya İli,Meşhur Dönerci Aydın Usta,Antalya,3269567,Kızılarık Mah. 1127.Sok. Dervişoğlu Apt.
Antalya İli,Mosaic Restaurant,Belek,7102000,Ileribasi Mevki Rixos Premium Belek Hotel
Hatay İli,The Corner,Antakya,326-213-4828,22 Antalya
Antalya İli,Piyazcı Ahmet,Antalya,2433447,166. Sok. No:20/C
Adana İli,Yaprak Döner,Adana,324 457 69 38,Ahmet Remzi Yüreğir Cad. Erzin Apt. No:23/A
Hatay İli,Boğaziçi Restaurant,Antakya,2314933,Defne Mah. Ürgen Cad.
Antalya İli,La Sera Restaurant,Alanya,+(90)2425130477,kadıpaşa mahallesi bostancıpınarı caddesi hüseyin okan sokak başkent apartmanı 1/B
Antalya İli,Nazo Kas,Antalya,05324372022,Buyukcakil Kas
Antalya İli,Garuda A la Carte Restaurant,Belek,7100500,Ileribasi Mevki Gloria Verde Resort
Antalya İli,Royal Castle Pub,Manavgat,"
",Turgut Reis Caddesi 20 - B Side
Antalya İli,Ottoman Restaurant,Manavgat,02427531434,Liman Caddesi
Antalya İli,Bill Cosby Restaurant & Bar,Manavgat,5362893301,"Evran Mah, Sahil Cad"
Antalya İli,Yeni Köşem Restaurant,Manavgat,7534463,Fatih Sultan Mehmet Bulv
Antalya İli,ziizi ristorante,Kalkan,+(90)242 844 1011,kalkan mah mustafakocakaya cad no:28
Antalya İli,Karma Restaurant and Sky Bar,Manavgat,0555 564 9274,"Turgut Reis Caddesi, 07330 Manavgat"
Antalya İli,Hisar Restaurant,Alanya,5120153,Kale Mah. Hisar Ici Kale Yolu No:81
Antalya İli,Side Beach Club,Manavgat,905322605621,Selimiye Mah.Sarmaşık Sk.No:37
Antalya İli,Side Steakhouse bei Holger,Manavgat,905358564610,Yasemin sokak No 12
Antalya İli,Bake Cake Boutique Cafe,Alanya,+90 242 513 2625,Bostancıpınarı Mah. No:40 Alanya
Antalya İli,Konak Beach Restaurant,Alanya,+90 242 565 1424,Kulak Caddesi 49
Hatay İli,Tarihi Bizim Kunefeci,Antakya,326 2155100,Ulu Cami Dukkanlari 40 asirlik turk yurdu cad.
Mersin (İçel),Mare Vista Restaurant,Anamur,+90(0)324 8141918,İskele Mahallesi No 27
Antalya İli,Alara Restaurant,Antalya,349 3855,Akdeniz Cad. No. 163
Antalya İli,Derya Beach Restaurant,Kaş,8363376,Kucuk Cakil Mevki No:18
Antalya İli,Barbekü Restaurant,Antalya,8248431,Çifteçeşmeler Mah. Atatürk Cad. Renaissance
Antalya İli,Burger King,Antalya,2301190,Meltem Mah. 100. Yil Bulv. Migros Alisveris Merkezi No:155/C K:2 D:7-8-9
Antalya İli,Emirgan Kebap,Serik,7120166,Orta Mah. 30 Ağustos Cad. No:29 Serik Merkez
Antalya İli,D'La Plaza,Alanya,+90 534 645 9975,Sarya Mahallesi. Haci Hamdi Oglu Sokak. No:17
Antalya İli,Konukzade,Antalya,+90-242-244-86,Kilicarslan Mah. Hidirlik Sok. N 20 Kaleici
Antalya İli,Tampa Steak House,Alanya,+90 242 519 2006,Güller Pınar Keykubat Caddesi No: 42
Antalya İli,Seferi Cafe & Restaurant,Antalya,+90 242 324 0035,Fener Cd. Fener Apt. No:40/1
Antalya İli,Restaurant,Manavgat,905438115883,Yali Mah. Side Bulvari No 69/S
Antalya İli,The House Cafe,Antalya,0242 324 86 96,Fener Mah. Fener Cad. Fener Is Merkezi A Blok No:9 / 1
Mersin (İçel),Dondurmaci Halil,Mersin,324 231 17 91,Silifke Caddesi No: 50 Pozcu
Hatay İli,Şirinyer,Antakya,0326-641-3050,"Inonu Mahallesi,Akdeniz Caddesi,No:117"
Antalya İli,Ekici restaurant,Antalya,+(90)242 248 41 42,Selcuk Mahallesi Tuzkapisi Sokak No 9 Antalya Turkiye
Antalya İli,Gizli Bahce Konaklari,Antalya,02422442828,1 Kaleici
Antalya İli,Pasaport Pizza,Belek,7151522,Akdeniz Mah. 24. Sok. No:11/B
Antalya İli,Leymona,Kaş,"
",Anfitiyatro Sk.No.8
Antalya İli,Onyx Restaurant,Kemer,8214032,Tekirova Beldesi Rixos Otel
Antalya İli,Pat Foley's Bar & Restaurant,Mahmutlar,5284570,Yeni Mah. Vatan Cad. Toros 2 Residence
Adana İli,Bolkepçe Lokantası,Adana,5158752,Şevkiye Cad. No:19
Antalya İli,Yemenli Restaurant,Antalya,"
",Kaleici Kilincaslan Mah. Zeytin SK. No:16
Adana İli,Dost Balık,Adana,0322 453 71 79,Kurtuluş Mah. Ramazanoğlu Cad. Köşem Apt. No:16/B
Antalya İli,Meydan Şimşek Köfte Piyaz,Antalya,2302450,Arapsuyu Mevki Atatürk Bulv. Usta Apt
Antalya İli,Delfino,Alanya,0 242 512 64 88,Saray Mah. Ataturk Cad No : 157
Antalya İli,DURUM HOUSE,Mahmutlar,+(90)2425285659,"Alanya, Mahmutlar, Mah. 135 Nolu Cad, Buyuk Migrosinin Garishisi"
Antalya İli,Başoğlu balık,Antalya,242 2378328,Altinkum Mah. Ataturk Bulvari No:126/A
Antalya İli,Guven Lokantasi,Alanya,5136465,Ataturk Cad. No:3/B
Antalya İli,Yonet Bamse Restaurant,Alanya,5113416,Carsi Mah. Rihtim Cad. No:8
Adana İli,Kaburgaci Yasar,Adana,05427848970, 
Antalya İli,Başkent Simit Fırını Altınkum,Antalya,242 2294470,Altınkum mh. 470 sk. No:45 konyaaltı
Antalya İli,Fiesta Restaurant & Bar,Manavgat,242 753 10 87,Selimiye Mah.Liman Cad.Sur Motel Side
Antalya İli,Ruhi Bey,Kaş,+90 242 836 3555,Suleyman Sandikci Sokak
Antalya İli,Tosmur Kanyon,Alanya,+90 530 333 5606,M. Gokce Caddesi
Antalya İli,Mithat Restaurant,Adrasan,242/887–1405 ,Özer Sok
Antalya İli,Havana Balık Evi,Kaş,534 4425799 / 00902428364111,Postane Cad. Özturk Sk.No.7
Antalya İli,Mira Restaurant oba alanya turkiye,Alanya,905337181565,Oba Gol Mesut Cad. Bim Karsidi
Hatay İli,Dönerci Tacettin,Antakya,2166970,Sümerler Mah. Çankaya Apt. No:59/D
Mersin (İçel),olta balık evi,Anamur,03248142500,Saray Mahallesi Sekerlik Sokak
Antalya İli,Mayor Bistro,Kaş,+90 242 836 1895,Hukumet Cad. No:6 Yat LimanI
Mersin (İçel),Hasan Usta Tantuni,Mersin,3259329,Güvenevler Mah. 1901 Sok. Gazi Apt.
Antalya İli,Bistro Point,Manavgat,902427535191,Kemer Mah. Fatih Sultan Mehmet Blv
Antalya İli,Lavash Kebab,Antalya,2428145520,Kemer Cad. (No. 2)
Antalya İli,Topcu Kebap,Antalya,+90 2411616,Elmali Mah. Kazim Ozalp Cad. No:21
Antalya İli,By Muzzi,Alanya,535 671 00 49,Kizlarpinari Mah. Seyh Samil Cad. No.4
Antalya İli,Aida Restaurant,Çıralı,0 242 8257323,"Ulupinar Koyu, Cirali Mahallesi No 54"
Antalya İli,Bilal'in Yeri,Kaş,0535 395 8182,Limanagzi Mevkı
Antalya İli,My Restaurant,Alanya,5114089,Kizlar Pinari Mahallesi . Cetin Sok. No 1
Adana İli,Kebap 52,Adana,+90 322 458 64 32,Kurtuluş Mah. Ziyapaşa Bul. Ramazanoğlu Cad. Köşem Apt. No:16/A
Antalya İli,Burger King,Kemer,8147612,Merkez Mah. Deniz Cad. No:43/C D:3
Antalya İli,Tropik Restoran,Kemer,8250098,Ulupinar Koyu
Antalya İli,Palm Restaurant,Kemer,+90 242 824 51 51,Uzun Çınar Mah. Turizm Bulv. Fantasia Hotel De Luxe
Antalya İli,Kanatçı Ali Asker,Antalya,3236267,Şirin Yalı Mah. Eski Lara Yolu 1512 Sok. No:170 D:1
Antalya İli,1507 Sokak,Antalya,242 316 5444,Sirinyali Mah. 1507. Sokak NO:23/B
Antalya İli,Ottoman Restaurant,Beldibi,8249955,Çifteçeşmeler Mevki Sunland Resort & Spa
Antalya İli,Ormana Active Berberoğlu Evi,İbradı,+90 242 692 3030,mehmet gürsoy caddesi
Antalya İli,Summer Garden Kitchen,Alanya,+(90)2425650059,"Alanya-Konakli, Mustafa Kemal Bulvari 24"
Antalya İli,Ali Baba Restaurant,Kalkan,0242 8443627,Mentese mahallesi Sehitler cad.no 33
Antalya İli,Shakespeare Coffee & Bistro,Antalya,+90 242 229 5826,Yeşilbahce Mah. Metin Kasapoğlu Cad. No: 281/6
Antalya İli,Zumrut Restaurant,Antalya,2482179,Cumhuriyet Cad. Isik Apt. No:76 D:1
Antalya İli,Karaf Bistro,Antalya,+90 2428081,Muratpasa
Mersin (İçel),Hatay Restaurant,Mersin,3252276,Adnan Menderes Bulv.
Hatay İli,Anadolu Restaurant,Antakya,+ 90 326 215 33 35,Hürriyet Cad.No:30/A
Mersin (İçel),Enjoy Burger House,Mersin,324 325 2 444,1914 Guvenevler
Antalya İli,My Eden Restaurant Cafe & Bar,Kemer,542 536 45 39,Merkez Mah. Liman Cad. No:5
Antalya İli,Cicek,Manavgat,05462899954,Hane Family Otel Karsisi (Iddaa Bayii Yani)
Adana İli,Dede Kebap,Adana,03222355758,Mahfe Sığmaz Mh. Turgut Özal Blv. İslamoğlu Apt.
Antalya İli,Viking Beach Club,Antalya,+(90)05310143740,"Büyük Plaj Mevkii, 7 nolu plaj, side"
