sehir,isim,ilce,adres
Antalya İli,"
Simena Sun Club
",Kemer,Camyuva Beldesi Kemer
Antalya İli,"
SENTIDO Sultan Beldibi
",Beldibi,Sahil Yolu Beldibi 1
Antalya İli,"
Nur Hotel
",Kaş,Küçük Çakıl Mevkii No:45 Kaş
Antalya İli,"
Incekum West
",İncekum,İncekum Mah. No:21
Antalya İli,"
Drita Hotel
",Alanya,Kargıcak Mevkii
Antalya İli,"
Kempinski Hotel The Dome
",Belek,Uckumtepesi Mevkii
Antalya İli,"
Club & Hotel Nena
",Manavgat,Kizilagac Mevkii Pk.88
Mersin (İçel),"
Nobel Hotel
",Mersin,İstiklal Cad. No:73
Antalya İli,"
Hedef Beach Resort & Spa, Alanya
",Alanya,Konaklı Kasabası
Antalya İli,"
Cirali Almira Bungalow
",Çıralı,Ulupinar Koyu Cirali Mah
Antalya İli,"
Pemar Beach Resort
",Manavgat,Örenşehir Mevki Tepealtı Manavgat Merkez
Antalya İli,"
Porto Azzurro Delta Hotel
",Alanya,"Alara Çayı Yanı, Ulubük Mevkii"
Antalya İli,"
Berke Ranch Hotel
",Kemer,Merkez Mah no:15
Antalya İli,"
SENTIDO Turan Prince
",Çolaklı,Gündoğdu Mevki
Antalya İli,"
Xanadu Resort Hotel
",Belek,Acısu Mevki
Antalya İli,"
Margarita Otel
",Adrasan,Deniz Mh.
Antalya İli,"
Xperia Saray Beach Hotel
",Alanya,Saray Mah. Ataturk Cad No:151
Antalya İli,"
Fame Residence Goynuk
",Kemer,Cumhuruyet Mah.Akdeniz Cad.
Antalya İli,"
Side Crown Palace
",Manavgat,Evrenseki Beldesi Evren Mah Sahil Sokak No: 20
Antalya İli,"
Nerissa Hotel
",Çıralı,Ulupinar Koyu
Antalya İli,"
Narcia Resort Side
",Manavgat,Kumköy Mevkii
Antalya İli,"
Leda Beach Hotel
",Manavgat,Selimiye Mah. Müze Cad
Antalya İli,"
Okan Tower Apart Hotel
",Alanya,Güllerpınarı Mah. Molla Osmanlar Cad. No:16
Antalya İli,"
Horus Paradise Luxury Resort
",Manavgat,Denizbuku Mevkii
Antalya İli,"
Viking Star Hotel
",Kemer,Ataturk Bulvari Yeni Mah 4/1
Antalya İli,"
Dream World Resort
",Manavgat,Evrenseki
Antalya İli,"
Grand Kaptan Hotel
",Alanya,Obaköy Göl Mevk
Antalya İli,"
Pegasos World Hotel
",Manavgat,Titreyengol Mevkii
Antalya İli,"
Presa di Finica Hotel & Suites
",Finike,Akdeniz Cad. 2046 Sk. No:1
Adana İli,"
Otel Le Grand
",Adana,"Turhan Cemal Beriker Bulv. No:395 2000 Evler, Seyhan"
Antalya İli,"
White City Resort Hotel
",Alanya,Fugla Mevkii
Antalya İli,"
Gardenia Otel
",Kaş,Hükümet Cad. No:41 Kaş Merkez
Antalya İli,"
Starlight Convetion Center Thalasso & Spa
",Manavgat,Kızılağaç Mevki Manavgat Merkez
Antalya İli,"
Justiniano Club Alanya
",Alanya,Karaburun Mevki
Antalya İli,"
Buhana Hotel
",Adrasan,Adrasan Beldesi Deniz Mah. 130 Sk. No:25
Antalya İli,"
Kilikya Palace
",Kemer,Cumhuriyet Mah. Ahu Ünal Aysal Cad. No:25
Antalya İli,"
Defne Pension
",Kemer,Ulupinar Köyu Cirali Mah.
Antalya İli,"
Royal Resort Hotel
",Kemer,", "
Antalya İli,"
Golbasi Hotel
",Manavgat,Degirmenli Koyu Antalya
Antalya İli,"
Adrasya Bungalovs
",Adrasan,Adrasan mevkii - Kumluca
Antalya İli,"
Türkmen Ağaç Evler
",Antalya,"Yazır Köyü, Olympos Mevkii, No 21"
Antalya İli,"
Seamelia Beach Resort Hotel & Spa
",Manavgat,Evren Mahallesi 24 No Lu Sokak No: 9
Antalya İli,"
Onuncu Köy Hotel
",Adrasan,Deniz mah.Deniz cad.168
Antalya İli,"
Side Breeze Hotel
",Manavgat,P.K. 244
Antalya İli,"
Palm World
",Manavgat,Sahil cad. No. 32
Antalya İli,"
Adelina Hotel
",Alanya,Türkler Mevkii Alanya
Antalya İli,"
Club Magic Life Jacaranda Imperial
",Manavgat,Gündoğdu Turizm Merkezi Sancak Mah.E.Mumcu Bulv.No 17
Antalya İli,"
Gazipasa Star Hotel
",Manavgat,Kazimkarabekir Caddesi 1011 Sokak No:4
Antalya İli,"
Raymar Hotels
",Antalya,orensehir Mevkii
Antalya İli,"
Titan Garden Hotel
",Alanya,Baklabeleni Mevkii
Antalya İli,"
Bera Alanya Hotel
",Alanya,Kulak Mevki Kuyumcu Cad. No:12
Antalya İli,"
Hotel Terrace Beach Resort
",Manavgat,Kumköy Mevki No:83
Antalya İli,"
Justiniano Club Park Conti
",Alanya,Karaburun Mevki Okurcalar
Adana İli,"
Sheraton Adana Otel
",Adana,Hacı Sabancı Bulvarı No. 7
Antalya İli,"
SENTIDO Perissia
",Manavgat,Kumköy Yolu Üzeri Bingesik Mevkii
Antalya İli,"
Likya Residence Hotel & Spa
",Kalkan,Yalıboyu Mah. Akdeniz Cad. Sümbül Sok. No:1
Antalya İli,"
Kumköy Beach Resort & Spa
",Kumköy,Kumköy Mevki Sahil Cad. No:24
Antalya İli,"
Korsan Pansiyon
",Olimpos,"Yazır Köyü Olympos Mevki Kumluca Merkez, Kumluca"
Antalya İli,"
Kamelya World Selin
",Çolaklı,P.O. Box 51
Antalya İli,"
Yavuzhan Hotel
",Çolaklı,Üçtepeler Mah. Tilkiler Mevki
Antalya İli,"
Conny's Hotel
",Manavgat,Adnan Menderes Buluvar 511
Antalya İli,"
Arcanus Side Resort
",Manavgat,Sorgun Mevkii
Antalya İli,"
Grand Okan Hotel
",Alanya,Saray Mah. Atatürk Cad.
Antalya İli,"
Iberotel Palm Garden
",Manavgat,"Kizilagac, Turizm Merkezi"
Antalya İli,"
Sueno Hotels Golf Belek
",Belek,Taşlıburun Mevki Kadriye
Antalya İli,"
Grand Sun Life Otel
",Alanya,Çamlıçukur Mevki No 76 Avsallar
Antalya İli,"
Barut Andız
",Manavgat,"Selimiye mah, Turgut Ozal cad."
Antalya İli,"
Antalya Oteli
",Antalya,Sirinyali Mah. Eski Lara Yolu No: 102
Antalya İli,"
Paloma Grida Resort & Spa
",Belek,Iskele Mevkii
Antalya İli,"
Konakli Nergis Butik Hotel
",Alanya,Merkez Mahallesi.Nergis Sokak. No:4
Antalya İli,"
Oleander Pension
",Çıralı,"Ulu Pınar Köyü Çıralı Mevki Kemer Merkez, Kemer"
Antalya İli,"
Engin Pansiyon
",Kemer,"Ulupınar Köyü Çıralı Mevkii, Kemer, Merkez"
Antalya İli,"
Amore Hotel Tekirova
",Antalya,TEKİROVA MAHALLESİ.7014 SOKAK.NO:4
Antalya İli,"
The Kumul
",Manavgat,Gundogdu Kusalar Mevki
Antalya İli,"
Sol Kamelya Hotel
",Manavgat,P.O. Box 51 Colakli
Antalya İli,"
Side Village
",Manavgat,Cumhuriyet cad. Kumköy
Antalya İli,"
Anitas Hotel
",Alanya,Konaklı
Antalya İli,"
Royal Atlantis Spa & Resort
",Manavgat,Gundogdu Beldesi
Antalya İli,"
Club Magic Life Belek Imperial
",Belek,Ileribasi Mevkii
Antalya İli,"
Kimera Lounge
",Antalya,UlupInar Mah. CIralI Mevkii No:492 Kemer
Antalya İli,"
Antalya Prince Hotel
",Antalya,"Lara Yolu, Karpuzkaldiran Mevkii"
Antalya İli,"
Kekova Hotel
",Kaş,Milli Güvenlik Cad. Gökçe Sok. No:4 Kaş Merkez
Antalya İli,"
Limak Arcadia Golf Resort
",Belek,Iskele Mevkii
Antalya İli,"
Olympos Lodge
",Çıralı,Çıralı Köyü
Antalya İli,"
Selge Beach Resort & Spa Hotel
",Manavgat,Kizilagac Mevkii
Antalya İli,"
Club Asteria
",Belek,Üç Kumtepesi Mevki
Antalya İli,"
Club Turtaş
",Alanya,Konakly Beldesi
Antalya İli,"
Barbaross Pasha's Beach Club
",Manavgat,Orensehir Koyu Tepealti mevkii
Antalya İli,"
Olea Nova Hotel
",Kaş,"Cukurbag Yarimadasi, Demokrasi Cad."
Antalya İli,"
Almera Park Apart Hotel
",Alanya,Cumhuriyet Mah. Oba Yolu Cad. Mese Sok. No: 2
Antalya İli,"
Fame Residence Kemer & SPA
",Kemer,Merkez Mah. Deniz Cad. No:15
Antalya İli,"
Meltem Pansiyon
",Kaş,Atatürk Bulv. Meltem Sok. Kaş Merkez
Antalya İli,"
Katya Hotel
",Alanya,Obagol Mevkii
Antalya İli,"
Gloria Verde Resort
",Belek,İleribaşı Mevkii
Antalya İli,"
Antique Roman Palace
",Alanya,"Göl Mevki Sahil Yolu Oba, Alanya"
Antalya İli,"
VON Club Golden Beach
",Manavgat,Colakli Mevkii
Antalya İli,"
Marti Myra
",Kemer,", "
Antalya İli,"
Gloria Golf Resort
",Belek,Acisu Mevkii
Antalya İli,"
Euphoria Hotel
",Kemer,", "
Antalya İli,"
Hideaway Hotel
",Kaş,Anfitiyatro Sokak No:7 Kaş Merkez
Antalya İli,"
Sweet Park Hotel
",Manavgat,Selimiye Mah 619 Sok No 4
Antalya İli,"
Arabella World Hotel
",İncekum,Karaçaltı Mevki
Antalya İli,"
antalya farm house
",Antalya,Ataturk Bulvari. 12 Sok No 41 Pinarli-Aksu
Antalya İli,"
Green Hill
",Alanya,Karayolu Bolge Trafik Amirligi Karsisi
Antalya İli,"
Fortune Delta Resort
",Alanya,"Merkez Mahallesi, Mustafa Gokce Cadesi, Gundogan Sokak, 5 , Tosmur,"
Antalya İli,"
Aral Otel
",Manavgat,"Cennetler Mevki Side, Manavgat"
Mersin (İçel),"
Adnan Pansiyon
",Taşucu,"İmam Kuşağı Köyü Taşucu, Silifke"
Antalya İli,"
Paradise Side Beach
",Manavgat,Titreyengol Mevki Side
Antalya İli,"
Monart City Hotel
",Alanya,Cumhuriyet Mah. Keykubat Cad. No:155 Alanya Merkez
Antalya İli,"
Hane Hotel
",Manavgat,Kumköy Mevki
Antalya İli,"
Grand Akca Otel
",Antalya,Yat Limani Karsisi
Antalya İli,"
Arya Holiday Houses
",Çıralı,Ulupinar Koyu Cral Mah.no.87
Antalya İli,"
Ali Bey Club Park Manavgat
",Manavgat,Kizilagac Turizm Bolgesi
Antalya İli,"
Sherwood Dreams Resort
",Belek,Mehmet Akif Caddesi Bogazak Mah 29 Sok. No 9
Antalya İli,"
Yalıhan Una Hotel
",Avsallar,İncekum Mevki Avsallar
Antalya İli,"
Arıkanda River Garden Otel
",Adrasan,"Sarı Kavak Mevki Dere Cad. Çavuşköy, Kumluca"
Antalya İli,"
Alkoclar Kemer Hotel
",Kemer,Ataturk Bulvari
Antalya İli,"
Royal Holiday Palace
",Antalya,Lara Tourism Center
Antalya İli,"
Panorama Hotel
",Alanya,Güllerpınarı Mah. Keykubat Cad. No:30 Alanya Merkez
Antalya İli,"
Prime Boutique Hotel
",Antalya,Gençlik Mah.Tevfik Işık Cad. No:25
Antalya İli,"
My Home Resort Hotel
",Avsallar,Fugla Mevkii Avsallar
Mersin (İçel),"
Anemonia Hotel
",Anamur,İskele Mah. İnönü Cad.
Antalya İli,"
Venezia Palace Deluxe Resort Hotel
",Antalya,Kundu Köyü Aksu
Antalya İli,"
Adrasan River Hotel
",Adrasan,Karşıyaka Mah. 241 Sok. No:16
Antalya İli,"
Alaiye Resort & Spa Hotel
",Türkler,Incekum Mevkii
Mersin (İçel),"
Ünlü Selek Otel
",Anamur,Yalı Evler Mah. Fahri Görgülü Cad. Hurma Sok. Anamur Merkez
Antalya İli,"
Camyuva Beach Hotel
",Kemer,Turizm Bulvarı Kazım Karabekir Cad. No:3
Antalya İli,"
Belconti Resort Otel
",Belek,İskele Mevki
Antalya İli,"
Silence Beach Resort
",Alanya,Kizilagac Mevkii
Antalya İli,"
Lonicera World
",İncekum,"Turkler Mah.Fugla koyu,Sipahioglu sok.No:4"
Antalya İli,"
Commodore Elite Suites & Spa
",Manavgat,Evrenseki Mevkii
Antalya İli,"
Sedir Palas Butik Otel
",Antalya,"Alasinli mevkii,No :95 ,Çıralı"
Antalya İli,"
VON Boutique
",Manavgat,Colakli Mevkii
Antalya İli,"
Güven Otel
",Manavgat,Barbaros Cad. Plaj Yolu
Antalya İli,"
Jet Pansiyon
",Patara,Merkez Gelemiş
Antalya İli,"
Prime Family Club
",Manavgat,Ilica mah. Cumhuriyet Cad. no:50
Antalya İli,"
Şah Inn Paradise
",Antalya,"Mavikent, Kumluca"
Antalya İli,"
Akman Beach Otel
",Kemer,Merkez Çamyuva
Antalya İli,"
TT Hotels Hydros
",Kemer, 
Antalya İli,"
SENTIDO Zeynep Resort
",Belek,Taşlıburun Mevki Belek
Antalya İli,"
Seher Sun Palace Resort and Spa
",Manavgat,", "
Antalya İli,"
Maritim Pine Beach Resort
",Belek,Ileribasi Mevkii 5
Antalya İli,"
Fame Residence Lara & SPA
",Antalya,Kemerağzı Mevki Lara
Antalya İli,"
Club Antiphellos
",Kaş,Adil Akba Sok. No:6 Çukurbağ
Antalya İli,"
Letoonia Golf Resort
",Belek,İleribaşı Mevki
Antalya İli,"
Anı Pansiyon
",Kaş,Süleyman Yıldırım Cad. No12
Antalya İli,"
Bellis Deluxe Hotel
",Belek,Taşlıburun mevkii
Antalya İli,"
Barut Kemer
",Kemer,Atatürk Cad. No:96 Kemer Merkez
Antalya İli,"
Pegasos Royal
",İncekum,Avsallar Kasabası İncekum (Yeşilköy)
Antalya İli,"
Club Sun Village
",Kumluca,Deniz Mah. Ertaş Cad. Çavuşköy
Antalya İli,"
Kybele Hotel
",Kumluca,Deniz Mah. Deniz Cad. Çavuşköy
Antalya İli,"
Barut Cennet & Acanthus
",Manavgat,Sahil Cad. 13. Sok. No:7
Antalya İli,"
Peninsula Gardens Hotel
",Kaş,Beyhan Cenkci Cad.
Antalya İli,"
Grand Haber Hotel Kemer
",Kemer,Yeni Mah. Şehit Polis Cemal Ilgaz Cad. No:8
Antalya İli,"
Gloria Serenity Resort
",Belek,Acısu Mevki Belek
Antalya İli,"
Royal Dragon Otel
",Manavgat,Evrenseki Beldesi
Antalya İli,"
Quattro Beach Spa & Resort
",Alanya,Merkez Mah. Sahil Sok. 13/4
Antalya İli,"
Robinson Club Camyuva
",Kemer,P.O. Box 22
Antalya İli,"
Club Hotel Phaselis Rose
",Kemer,Merkez Mah. Akdeniz Caddesi
Antalya İli,"
Titanic Deluxe
",Belek,Kadriye Beldesi Uckumtepesi Besgoz Cad. 72/1
Antalya İli,"
Palmiye Beach Hotel
",Alanya,"Saray Mah. Atatürk Cad. 900 Sok. No:6 Alanya Merkez, Alanya"
Antalya İli,"
Otium Eco Club Side
",Manavgat,Titreyen Göl Mevki
Antalya İli,"
Gloria Sports Arena
",Belek,Turizm Cad 4B/1 Belek Serik Antalya
Antalya İli,"
Zara Hotel
",Beldibi,Bahcecik Mahallesi Beldibi 1
Antalya İli,"
Kolibri Resort
",Avsallar,İskele cad.No:1 avsallar
Antalya İli,"
Baba Motel
",Finike,Kum Mah. Sahil Yolu Finike Merkez
Antalya İli,"
Peace Boutique Hotel
",Kaş,Cukurbag Yarimadasi (Peninsula) Demokrasi Cad. No: 58
Antalya İli,"
Club Pasha Beach
",Alanya,Mahmutlar Kasabasi
Antalya İli,"
Vera Seagate Resort
",Belek,Bogazak Mahallesi Akdeniz Caddesi Bogazkent/Serik
Antalya İli,"
Kaptan Ali Bungalow Hotel
",Adrasan,Deniz Mahallesi Sahil Caddesi No: 186
Antalya İli,"
Hotel Grand Side
",Manavgat,Bingesik Mevki No 2
Antalya İli,"
Aqua Plaza
",Alanya,Alara River Tourism Center
Antalya İli,"
Hestia Resort Spa
",Çolaklı,Colakli Mah.Turizm Cad.no 61/1
Antalya İli,"
Kaya Side
",Manavgat,Titreyengöl Mevkii
Adana İli,"
Ibis Adana
",Adana,Cinarli Mah Turhan Cemal
Hatay İli,"
Antakya Ottoman Palace
",Antakya,Güngör Uydu Kent
Hatay İli,"
Anemon Iskenderun
",İskenderun,Nesli Mahallesi 216
Antalya İli,"
Maya Golf Hotel
",Manavgat,Titreyengol Mevkii
Antalya İli,"
Hotel SU
",Antalya,"Meltem Mah. Dumlupinar Bul. NO:205, Muratpasa"
Antalya İli,"
Porto Bello Hotel Resort & Spa
",Antalya,Akdenyz Bulvari 1 Sokak
Antalya İli,"
Sherwood Greenwood Resort
",Kemer,Kızıltepe Mevki Cumhuriyet Cad.
Antalya İli,"
Aquarius Hotel
",Kaş,Cukurbag Yarimadasi Dogan Kasaroglo Sok 6
Antalya İli,"
Club Hotel Turan Prince World
",Manavgat,Kizilagac Turizm Merkezi
Antalya İli,"
Beydağı Konak Hip Otel
",Kemer,Cumhuriyet Mah. Şehit Onbaşı Cad. 6. Sok. No 11
Antalya İli,"
Tuvana Hotel
",Antalya,Tuzcular Mah. Karanlýk Sok. No 18
Antalya İli,"
Club Hotel Sera
",Antalya,Ornek Koy Mevki Lara
Antalya İli,"
Cornelia De Luxe Resort
",Belek,Ileribasi Mevkii
Antalya İli,"
Sueno Hotels Beach Side
",Manavgat,Ayiguru Mevki
Antalya İli,"
Adenya Hotel
",Türkler,Fugla Mevkii Golcuk Cad. No:19
Antalya İli,"
Avantgarde Hotel & Resort
",Kemer,Esentepe Mah. Ahu Unal Aysal Cad. No:1
Antalya İli,"
Aydınbey Gold Dreams Otel
",Alanya,Türkler Beldesi Alanya Merkez
Antalya İli,"
Royal Wings Hotel
",Antalya,Lara
Antalya İli,"
İncekum Beach Resort
",İncekum,İncekum Kasabası Alanya Merkez
Antalya İli,"
Adrasan Klados Hotel
",Adrasan,Deniz Mah. Ibrahim Kaptan Sok. No:2
Antalya İli,"
PALOMA OCEANA RESORT
",Manavgat,Kumkoy Mevkii Side
Antalya İli,"
Kibala Otel
",Çıralı,Ulupınar Köyü Çıralı
Antalya İli,"
Maritim Club Alantur Hotel
",Alanya,Dimçayı Mevki Alanya Merkez
Antalya İli,"
Dedeman Antalya Hotel & Convention Center
",Antalya,Lara Yolu
Antalya İli,"
OrionResort 5
",Avsallar,Kemal Caddesi no 6
Antalya İli,"
Asteria Elita Resort
",Manavgat,Kızılağaç Mevki Manavgat Merkez
Antalya İli,"
Secret Garden Bungalows
",Antalya,yanartas cad. No:406
Antalya İli,"
Sidekum
",Manavgat,Kumkoy Mevkii P.K.9
Antalya İli,"
Babaveli Pension
",Demre (Kale),Ucagiz Koyu Demre
Antalya İli,"
Grand Şeker Otel
",Manavgat,Evren Mah.
Antalya İli,"
Batont Garden Resort Hotel
",Kemer,Cumhuriyet Cad.102.sok.No.4
Antalya İli,"
Dosi Hotel
",Manavgat,Kumköy Yolu
Antalya İli,"
Sural Resort
",Çolaklı,Colakli Turizm Beldesi
Antalya İli,"
Sunrise Park Resort and Spa
",Manavgat,Kizilagac Koyu Mevkii Manavgat
Antalya İli,"
Side Star Resort
",Manavgat,Sancak Mh
Antalya İli,"
Royal Taj Mahal Hotel
",Manavgat,Evrenseki Mevkii
Antalya İli,"
VON Resort Golden Coast
",Çolaklı,Merkez mah. Cumhuriyet cad. 13/1
Antalya İli,"
Club Mega Saray
",Belek,Üçkum Tepesi Mevkii PK 39
Antalya İli,"
Diamond Hill Resort Hotel
",Alanya,Merkez mah. No:11
Antalya İli,"
Aydinbey King's Palace Spa & Resort
",Manavgat,Evrenseki Mevkii Manavgat
Antalya İli,"
Ada Butik Otel
",Adrasan,Deniz Mah. Sahil Cad. No:38
Antalya İli,"
Alibey Resort Side
",Manavgat,Sorgun Turizm Bolgesi Acisu Mevki
Antalya İli,"
Hotel Villa Turka
",Alanya,Tophane Mah. Kargi Sk. No:7
Antalya İli,"
Goldcity Hotel
",Alanya,Kargıcak Kasabası
Antalya İli,"
Cornelia Diamond Golf Resort & Spa
",Belek,Iskele Mevkii
Antalya İli,"
Mirada Del Mar Hotel
",Kemer,Antalya Yolu
Antalya İli,"
Sealife Family Resort
",Antalya,Konyaalti Sahil Serdi
Antalya İli,"
Rubi Platinum Spa Resort & Suites
",Avsallar,Sariinnkoyagi Mevkii
Mersin (İçel),"
Yaka Otel
",Mersin,"Avcılar Cad. Kızkalesi, Erdemli"
Antalya İli,"
Majesty Resort Mirage Park
",Kemer,"Cumhuriyet Mahallesi, Ahu-and-unal Aysal cd. no"
Antalya İli,"
Lemas Suite Hotel
",Manavgat,Yalı Mah. 1108 Sok. No:6
Antalya İli,"
Canada Hotel Cirali Olympos
",Çıralı,Çıralı Mah. Ulupınar Köyü
Antalya İli,"
LykiaWorld & LinksGolf Antalya
",Antalya,"Denizyaka Mah, Kamisli Gol Kume Evleri No.1"
Antalya İli,"
Gazipaşa Belediye Deniz Tesisleri
",Gazipaşa,Pazarcı Mah. Gazipaşa Merkez
Antalya İli,"
Rheme Beach Hotel
",Alanya,Pamuk Yeri Mah. Kulak Cad. No:1
Antalya İli,"
Osay Pansiyon
",Manavgat,Mısırlar Mah. Kızılot
Antalya İli,"
Raina Beach Hotel
",Antalya,"Fuğla Mahallesi, Türkler Kasabası"
Antalya İli,"
Embassy Pansiyon
",Antalya,"Selçuk Mah. Mektep Sok. No:2 Gençlik, Muratpaşa"
Antalya İli,"
Linda Beach Hotel
",Kaş,Kucuk Cakil Plaji Yani
Antalya İli,"
Sun Beach Hotel
",Manavgat,Selimiye Mah. Denizbükü Mevki
Antalya İli,"
Acropol Beach Hotel
",Antalya,Kuskavsagi Mh. Akdeniz bulvari
Antalya İli,"
Turkmen Tree Houses
",Olimpos, 
Antalya İli,"
Viking Nona Hotel
",Kemer,Deniz Cad #17
Antalya İli,"
Top Hotel
",İncekum,Bey Yalisi Mevki
Antalya İli,"
Saphir Resort & Spa Hotel
",Alanya,Alara Turizm Center
Antalya İli,"
Kalkan Village
",Kalkan,Kordere Mevkii Kalkan/Kas
Antalya İli,"
Lale Park Otel
",Manavgat,Selimiye Mah. Barbaros Cad. Lale Sok. No:7
Antalya İli,"
Sherwood Breezes Resort
",Antalya,KemerağzıKöyüKopakÇayıMevkii 07110 Kundu - Lara / Antalya
Antalya İli,"
Lara Family Club
",Antalya,Kemeragzi Mah. Tesisler Cad.
Antalya İli,"
Limak Atlantis Deluxe Hotel & Resort
",Belek,İleribaşı Mevki Çamlık Sok. No12
Antalya İli,"
Beach Club Doganay
",Alanya,Gerpelit Mevkii Konakli
Antalya İli,"
Mediterra Art Hotel
",Antalya,"Barbaros Mah. Zafer Sok. No:5 Gençlik, Muratpaşa"
Antalya İli,"
Simena Holiday Village
",Kemer,Turizm caddesi
Antalya İli,"
SENTIDO Gold Island Hotel
",Alanya,Fugla Mah. Gölcük Cad. No: 27
Mersin (İçel),"
Hotel Calamie
",Mersin,Ataturk Caddesi No 1
Antalya İli,"
Mukarnas Spa Resort Hotel
",Okurcalar,Alara Turizm Merkezi
Antalya İli,"
Aqua Princess Hotel
",Kaş,Hukumet Caddesi 65
Antalya İli,"
Hotel Kaya Belek
",Belek,"Üçkum Tepesi Mevki Kadriye, Serik"
Antalya İli,"
Granada Luxury Resort & Spa
",Okurcalar,Merkez Okurcalar
Antalya İli,"
Aquapark Hotel
",Kaş,Cukurbag Yarimadasi
Antalya İli,"
Side Best Hotel
",Manavgat,Selimiye Mah. Ozal Cad. No15
Antalya İli,"
Neptün Otel
",Manavgat,Selimiye Mah.
Antalya İli,"
Riva Residence
",Antalya,"Hurma Mh. 209 Sokak, No. 13 B Blok"
Antalya İli,"
Finike 2000
",Finike,Limanustu
Antalya İli,"
Güler Otel
",Alanya,Güllerpınarı Mah. Çirpendi Sok. 2. Ara No:10 Alanya Merkez
Mersin (İçel),"
Marina Suite Hotel
",Taşucu,Resadiye Mah. Sahil yolu 193. Sk. No:1
Antalya İli,"
Aylak Yasam Kamp
",Çıralı, 
Antalya İli,"
Club Patara Villas
",Kalkan,Kisla Mevkii PK 10
Antalya İli,"
GÜLER BUTİK OTEL
",Antalya,Goynuk Mah.Ataturk Cad. 4001.Sok. No: 9 / 1 Beldibi 1 - Kemer / ANTALYA
Antalya İli,"
Prince Apart Otel
",Alanya,Şevket Tokuş Cad. No:25 Alanya Merkez
Antalya İli,"
Hotel Defne Ana
",Manavgat,"Denizbuku Mevkii 117, 07330"
Antalya İli,"
Eliz Butik Hotel
",Antalya,Ataturk Cad Hasim Iscan Mah 1304 Sok No. 10
Antalya İli,"
Lila Apart Otel
",Alanya,Güllerpınarı Mah. Sevim Sok. No:5 Alanya Merkez
Antalya İli,"
don kişot pansiyon
",Olimpos,yazır mahallesi olimpos mevkii
Antalya İli,"
Midnight Sun Boutique Hotel
",Manavgat,Yalı Mah. 1041 Sok.
Antalya İli,"
Hobbit Evi
",Çıralı,"Cirali Sahil Yolu No: 494, Ulupinar Koyu"
Antalya İli,"
Millennium Palace
",Beldibi,Bahçecik Mah.Üstyol Cami Sk.No:1
Antalya İli,"
Valeri Beach Otel
",Kemer,Deniz Cad. No:9 Kemer Merkez
Antalya İli,"
Gold Twins Suit Otel
",Mahmutlar,D-400 Karayolu uzeri Yeni Mah.No:11
Antalya İli,"
Kleopatra Arsi
",Alanya,"Kizlarpinari Mh. Otogar Mevki,Ugurlu Sokak 11"
Antalya İli,"
Esra Hotel
",Kemer,Merkez Mah. 106 Sk. No:3
Antalya İli,"
Jeans Club Hotels Kaplan
",Kemer,", "
Antalya İli,"
Asrin Beach Hotel
",Alanya,Incekum Turkler Beldesi
Mersin (İçel),"
Club Hotel Barbarossa
",Kızkalesi,Akdeniz Mah. Çetin Özyaran Cad. Güneş Sok
Antalya İli,"
Sealine Hotel
",Alanya,"Güllerpınarı Mahallesi, Kerim Kaptanlar Caddesi No:20-22"
Antalya İli,"
Club Konaklı Hotel
",Alanya,Pamuk Yeri Mah. Kulak Cad. No:31
Antalya İli,"
Beldiana Otel
",Beldibi,Atatürk Cad. No 77
Antalya İli,"
Lara Dinç Hotel
",Antalya,"Güzeloba Mah. Lara Cad. No:585 Lara, Muratpaşa"
Antalya İli,"
Club Saphire
",Kemer,Cuma Yeri Mah. Seyit Eryılmaz Cad. No:14
Antalya İli,"
Royal Towers Resort Hotel
",Kemer,iriş Mh. Kiriş Cd. No:86
Antalya İli,"
Hotel Mirabell
",Alanya,Konaklı-Alanya-Antalya
Antalya İli,"
Alara Park Otel
",Avsallar,İncekum Beldesi
Antalya İli,"
Tuncer Garden
",Kemer,Merkez Mah. Ataturk Bulv. 127 Sk. No:4
Antalya İli,"
Hotel Sultan of Side
",Manavgat,Evrenseki Mah. Uc Tepeler Mevki
Hatay İli,"
Grand Mina Hotel
",Harbiye,Caglayan Mah. Urgen Cad. No 31
Antalya İli,"
Simsek Hotel
",Antalya,Guzeloba Mah. Lara Cad. 2299 Sok. No:6
Antalya İli,"
Polat Alara Hotel
",Okurcalar,Karaburun Mevki
Antalya İli,"
Club Hotel Syedra Princess
",Alanya,Yeni Mah. Kuyucak Mevki Mahmutlar
Antalya İli,"
Jasmin Beach Otel
",Türkler,İncekum Mevki
Antalya İli,"
Ring Beach Hotel
",Kemer,Bahcecik Mah 25 Sok Beldibi 1
Hatay İli,"
Grand Akcali Otel
",İskenderun,Savas Mah. Şht. Pamir Cd. 46 Sk. No:6
Hatay İli,"
Antik Beyazıt Otel
",Antakya,Hükümet Cad. No:4 Antakya Merkez
Antalya İli,"
Hotel Kaya-Alanya
",Alanya,Ataturk Cad. No 228
Antalya İli,"
Atak Suite Hotel
",Alanya,Saray Mah K.Pinari Caddesi No:62
Antalya İli,"
Han Hotel
",Antalya,"Doguyaka Mahallesi, Gazi Bulvarı, No 644/B"
Adana İli,"
Gunes Isigi Hotel
",Adana,Resatbey mah. Ordu Cad. No:21
Antalya İli,"
Antbel International Comfort
",Antalya,3. Kum Tepesi Belek
Antalya İli,"
Hotel Stella Beach
",Okurcalar,Ulubük Mevki
